stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
80cd40,,Pino Suárez Sur.,,19.42609771544839,-99.13399228523217,,,0,,,0,,
0c8439,,20 de Noviembre.,,19.429322293658252,-99.13431912552662,,,0,,,0,,
b51170,,Hidalgo L4 E4,,19.43739364834678,-99.14737343788148,,,0,,,0,,
b315cb,,Glorieta Cuitláhuac Nte,,19.44921043641418,-99.13409682333013,,,0,,,0,,
b46d55,,Glorieta Cuitláhuac Sur,,19.44744881725725,-99.1357418260385,,,0,,,0,,
b315d3,,Glorieta Cuitláhuac Sur.,,19.44735101867357,-99.1355121260966,,,0,,,0,,
0359b9,,Amajac. L7,,19.43397932675315,-99.15264015545559,,,0,,,0,,
59aee2,,Amajac L7,,19.43341099204709,-99.15433896624667,,,0,,,0,,
749a60,,El Ahuehuete,,19.42842709003128,-99.16486729350108,,,0,,,0,,
aefdfc,,El Ahuehuete.,,19.42811986293388,-99.16505995875143,,,0,,,0,,
605459,,Amajac L4,,19.43383193025979,-99.15350496899691,,,0,,,0,,
aefe05,,Amajac. L4,,19.43452441502888,-99.15339961396617,,,0,,,0,,
ba0966,,Alameda Tacubaya,,19.40152620146037,-99.18588459491731,,,0,,,0,,
0b47bb,,De la Salle L72,,19.409120773710264,-99.18348401784898,,,0,,,0,,
f7f029,,De la Salle L72.,,19.4082996715027,-99.18421198126799,,,0,,,0,,
05c62a,,Dep. 18 Mzo. L1.,,19.48623793424297,-99.1244673728943,,,0,,,0,,
952042,,Euzkaro.,,19.48249627893007,-99.12754475940076,,,0,,,0,,
05c635,,Potrero.,,19.47677258165376,-99.13216565546826,,,0,,,0,,
078bbb,,314 Memorial New's Divine.,,19.500538931132954,-99.08845335245135,,,0,,,0,,
405dd7,,5 de Mayo.,,19.496981499237922,-99.08995270729065,,,0,,,0,,
c98cea,,Vasco de Quiroga.,,19.49321665493636,-99.09156471490863,,,0,,,0,,
405e23,,El Coyol.,,19.48746681775229,-99.09398943185809,,,0,,,0,,
c98cf8,,Preparatoria 3.,,19.483317402063772,-99.09581601619722,,,0,,,0,,
25e1ff,,San Juan de Aragón L5.,,19.479853152749996,-99.09727782011034,,,0,,,0,,
2db784,,Río de Guadalupe.,,19.475956415894355,-99.09893810749055,,,0,,,0,,
c98d0a,,Talismán L5.,,19.470931737560875,-99.1011402010918,,,0,,,0,,
25e20b,,Victoria.,,19.46719808467222,-99.10268880978849,,,0,,,0,,
405e42,,Oriente 101.,,19.46082627614275,-99.10540491342546,,,0,,,0,,
dd52c3,,Río Santa Coleta.,,19.455995865643047,-99.10739511251451,,,0,,,0,,
25e216,,Río Consulado.,,19.453590722786963,-99.10833120346071,,,0,,,0,,
2db7a4,,Metro Coyuya L5.,,19.39923750658907,-99.11344095049589,,,0,,,0,,
405e4f,,Recreo.,,19.39381995397841,-99.11355882883075,,,0,,,0,,
40f461,,Oriente 116.,,19.390234881259808,-99.11256641149522,,,0,,,0,,
25e227,,Colegio de Bachilleres 3.,,19.38626261956645,-99.11157667636873,,,0,,,0,,
2db7b5,,Canal Apatlaco.,,19.382867144532945,-99.1108337044716,,,0,,,0,,
40f471,,Apatlaco.,,19.37830005600095,-99.10905517335338,,,0,,,0,,
25e233,,Aculco.,,19.37466562527648,-99.10780695925321,,,0,,,0,,
2db7c3,,Churubusco Oriente.,,19.3715996525542,-99.10773758942223,,,0,,,0,,
40f477,,Ganaderos.,,19.35058848387328,-99.11075660798332,,,0,,,0,,
c98d35,,Preparatoria 1.,,19.272956797650664,-99.12105291218322,,,0,,,0,,
e9eed2,,Pantitlán.,,19.41711665692743,-99.0741678984773,,,0,,,0,,
319cb7,,Indios Verdes L1,,19.497112801806296,-99.11919960721684,,,0,,,0,,
244d59,,Indios Verdes L1.,,19.494544192427057,-99.11957500638086,,,0,,,0,,
1d6ab9,,Dr. Gálvez,,19.34064390505222,-99.19011885723874,,,0,,,0,,
52920d,,Calle 6 (ret),,19.4207102532135,-99.05833846680133,,,0,,,0,,
09619f,,Félix Cuevas,,19.37365907774236,-99.17896845364422,,,0,,,0,,

